paper_sha,paper_title,paper_year,paper_venue,n_citations,n_key_citations
41d7ec8f07aca0944d6264c92614b2f5238dee81,Information Warfare And Security,1998.0,,235.0,
8b099ad25d2eeeb366e8a8d859989aafa18ba56c,Firms in International Trade,2006.0,,998.0,
a836af3cebb1a112c0a98664b199339440156b8c,"A Survey on Security and Privacy of 5G Technologies: Potential Solutions, Recent Advancements, and Future Directions",2020.0,IEEE Communications Surveys & Tutorials,14.0,
a553c4cf562b5510ada5f9b1cc8ee3af90edd43e,Enterprise Architecture Challenges : a Case Study of three Norwegian Public Sectors,2018.0,ECIS,5.0,
7367cc9e83d7c885c96bc6eee4753b0121a97bfe,Participatory and Presentational Dance as Ethnochoreological Categories,1995.0,,11.0,
ee13a5550b3a683923fe66ab36d729fafd135050,Towards the Sustainable Corporation: Win-Win-Win Business Strategies for Sustainable Development:,1994.0,,834.0,
305d972a08dceb2e8b77258ee45b06437098e298,The Role of Perceived Credibility and Perceived Security on Attitude and Its Implication on Mobile Money Usage Intention.,2017.0,,0.0,
ede46db1bca2021b9b13a936595f024b8999699a,"Fashion, Culture, and Identity",1992.0,,275.0,
46c4d6cd89afc1ab3c009b69955b04e52035fe8d,"Oxygen sensors: Materials, methods, designs and applications",2003.0,,135.0,
ab01f182e9e98eedba89bfa1b57f22e61709a198,Promotion of the cupellation method for accurate determination of gold alloy’s karat containing platinum-group metals,2018.0,,0.0,
77818acf6f077881ce2a443eac6385108d3d609a,Natural and social order at Walt Disney World; the functions and contradictions of civilising nature,2006.0,,1.0,
3ba98b0fc0f9b29e2456e798212a51bf6e206d87,A study of graph spectra for comparing graphs and trees,2008.0,Pattern Recognit.,108.0,
2a9d98332fb72f286d50820c6a22596a780d27af,Risk factors for stunting among under-fives in Libya.,2009.0,Public health nutrition,44.0,
b955a43aff8c895ea2c5bee823f04a298794a4cc,Single-Pixel Imaging via Compressive Sampling,2008.0,IEEE Signal Processing Magazine,1727.0,
f110dec3aa6ade083f061c0e29c1f51194f1798d,A Importância do Método Bobath na Reabilitação de Criança com Paralisia Cerebral,2017.0,,0.0,
e37ef302fe84e8f1206e31b7d4b5e93bee553030,Progression of Mental Health Services during the COVID-19 Outbreak in China,2020.0,International journal of biological sciences,9.0,
937a9b5b343b37ac07b5085742b2fdafaf80b1c7,"COVID-19, una emergencia de salud pública mundial",2020.0,Revista Clínica Española,0.0,
6803515fb21c6c5b9037996361cd83a104a4f951,Assessing the visual quality of rural landscapes,2004.0,,236.0,
ddc8b1dbbb1028c31ba3f3ecbba80d097d9fd181,A cyclic AMP receptor protein mutant that constitutively activates an Escherichia coli promoter disrupted by an IS5 insertion.,1999.0,Journal of bacteriology,6.0,
678f38f6dd91a97ff5973f39d6dcee8c2e60541b,Person memory and judgment.,1989.0,Psychological review,274.0,
bb484ca72e7e04f643014d0f1be8070af2e0f031,Equilibrium Unemployment as a Worker Discipline Device,1984.0,,1786.0,
b8685cddf0a9b0f39ebefe3c59f529a1245d33d5,"Maintenance and management of civil infrastructure based on condition, safety, optimization, and life-cycle cost∗",2007.0,,97.0,
510fcce819f7f2801062c49092980b3f0f531ebf,"PENGARUH FINANCIAL LEVERAGE, OPERATING LEVERAGE DAN DEBT TO EQUITY RATIO (DER) TERHADAP PROFITABILITAS PERUSAHAAN (Studi kasus Perusahaan Asuransi yang terdaftar di BEI tahun 2012-2016)",2018.0,,2.0,
de6c57bb0278e1e6529dc408b94c45cea7e948ce,[Iron deficiency anemia].,1956.0,Harefuah,42.0,
9ec7d669446a0a1b2d08fc9b8b3cf66aeab39650,Staphylococcus aureus endocarditis: a consequence of medical progress.,2005.0,JAMA,559.0,
578f34528e8ed0563a4ff04916061f28b70e2873,Intraoral sebaceous carcinoma,2007.0,European Archives of Oto-Rhino-Laryngology,2.0,
10b595441e4b629a5f6727da35d79ddc27682dc8,"Gender Equality, Poverty and Economic Growth",2007.0,,123.0,
e3a4a1922babc7f7ed19cf35c7e11f6e1e49fe7c,Angiokeratoma of Fordyce as a cause of red scrotum.,2002.0,Cutis,5.0,
14affbbfa0c41145cbe9f201b64ca4ebe0237865,ConceptOnto: An upper ontology based on ConceptNet,2014.0,2014 IEEE/ACS 11th International Conference on Computer Systems and Applications (AICCSA),7.0,
1ecda136c6579d446fdc003078cb7c0848fea59a,The Worlds of Downton Abbey,2017.0,,0.0,
14bb3dbdd6eff1d1fffe28d5c5e2fcbd3a1dee78,Understanding Second Language Acquisition,2008.0,,277.0,
a53cb1d7ae8af391327daee91699066c642fa030,Fetal grafts containing suprachiasmatic nuclei restore the diurnal rhythm of CRH and POMC mRNA in aging rats.,1997.0,"American journal of physiology. Regulatory, integrative and comparative physiology",22.0,
2c37711f78d5d99c2dd1a1a433d7b10155fc141a,Basal ganglia and cerebellar loops: motor and cognitive circuits,2000.0,Brain Research Reviews,1048.0,
67c8bfe7e88f84f62c897cf137edc6985b35c9c6,Knowledge Management in Theory and Practice,2005.0,,619.0,
5c193885742e6c0cb1f7d788c584755d9c769dc7,Case Study Methods,1993.0,,260.0,
1bed7ee4bfe34d64b7a96e640ee5b9e7cb3d1376,Modelling association football scores,1982.0,,172.0,
6e6a6ad83f3029d76bd460c6b1916e6c1efaa080,Molecular Dynamics Simulations of Anion Exclusion in Clay Interlayer Nanopores,2016.0,Clays and Clay Minerals,16.0,
73475c01ff52857c2ad3350e3a2b8fcd79033744,Edible cutleries as sustainable substitute for plastic cutleries,2019.0,,0.0,
6201d17398e59cf7fffae7c483fd23c32243e7e5,Towards Topic-to-Question Generation,2015.0,Computational Linguistics,44.0,
b50f408e541c247f30392d0edb353941706cafe4,Corporate Social Responsibility Evolution of a Definitional Construct,1999.0,,1445.0,
b823846c6c8f1861424256467086ecec3fcd4693,Constructing Optimal Binary Decision Trees is NP-Complete,1976.0,Inf. Process. Lett.,580.0,
2aaab77934b1a249bd000dad4429ca99e1c59da1,Practical innovations for high-throughput amplicon sequencing,2013.0,Nature Methods,225.0,
cee656f5393ed0deed4c4b28696914ee454cf55f,Masyarakat Ekonomi Asean (mea) Dan Indonesia,2017.0,,2.0,
e854536d09ab48bb09aa8704fec5185d6620d91b,"Four types of morpheme : evidence from aphasia, code switching, and second-language acquisition",2000.0,,76.0,
4de14bade436a6c9f107260964687aa71250b253,Pre-Raphaelite Women: Images of Femininity in Pre-Raphaelite Art,1989.0,,3.0,
64b6379fe3ccb46f84821413ed4f3cf319d4e4cd,Emotion on Dover Beach: Feeling and Value in the Philosophy of Robert Solomon,2010.0,,3.0,
a2ff68808dfe43a7e223a6e83497612c30437ad8,"Societal costs of prescription opioid abuse, dependence, and misuse in the United States.",2011.0,Pain medicine,285.0,
8705e8fe0632bd11f200455a5125692a2547a018,Riemann Solvers and Numerical Methods for Fluid Dynamics,1997.0,,2765.0,
3ad14fb998fa6c9fec9bdd793ccbe5c3b2ff9b87,"Affirmative action, recognition, self-respect. Axel Honneth and the phenomenological deficit of critical theory",2009.0,,1.0,
f393079373573fb766f5ddbf960b8d231cc67b1f,A study of the photoinduced mutagenicity of methylene blue.,1977.0,Mutation research,9.0,
31e45feb1fcc0bd65991e814c68d601402efece2,The Jalapeño virtual machine,2000.0,IBM Syst. J.,422.0,
d0cd7180b55eb75fcca5bbd8ad27f7f37bcee09d,Intubation and Ventilation amid the COVID-19 Outbreak,2020.0,Anesthesiology,26.0,
bc34c28ee40356b4d7bbe7be7d173a2436a89688,Fast and effective text mining using linear-time document clustering,1999.0,KDD '99,647.0,
8c0865f9ec7b2000792ae376c7653d8449fa35ed,Self-compassion and PTSD symptom severity.,2008.0,Journal of traumatic stress,114.0,
b01df5e783f6ffccf42883eb21cd186292340ce4,Reading up the Verse Pattern of Elizabeth Barrett Browning S How Do I Love Thee,2007.0,,0.0,
afb50fe3d6490ad5cd0b624ac72e569fbf33f619,Audio-Visual Automatic Speech Recognition: An Overview,2004.0,,271.0,
9230ed9c64f2acdbe0cdbb66127e069ece9f35bc,A critical review of the state of the art of solid-phase microextraction of complex matrices I. Environmental analysis,2015.0,,44.0,
c0d70fa73fbb6a15fb675442deffe656dbef9429,"海外文献紹介 Mind-body therapy: methods of ideodynamic healing in hypnosis: E. L. Rossi & D. B. Cheek: W. W. Norton & Company, 1988 (section 10) Forensic hypnosis pp. 447-458 マインド・ボディセラピー 第10章 法廷での催眠",1988.0,,1.0,
e356f4e279935c57561041b06438527572de2737,Can computers be teammates?,1996.0,Int. J. Hum. Comput. Stud.,243.0,
9436eb43812b284357f6975dda5906cbc50698d8,Neurocognitive correlates of socioeconomic status in kindergarten children.,2005.0,Developmental science,486.0,
602f762efb84de752f353f8f7cd62d78d24e1029,A driving technology for retrofit LED lamp for fluorescent lighting fixtures with electronic ballasts,2010.0,2010 IEEE Energy Conversion Congress and Exposition,70.0,
64b9bb77706adcc052e8449820f76a8bf4c239a8,Two-Stage Deep Learning Approach to the Classification of Fine-Art Paintings,2019.0,IEEE Access,7.0,
2c0939e2f6480b519903bb15870e5b894887e70d,Effect of hydroxyurea on the frequency of painful crises in sickle cell anemia. Investigators of the Multicenter Study of Hydroxyurea in Sickle Cell Anemia.,1995.0,The New England journal of medicine,805.0,
de5c91035e860e581a807030e2a2319275862ee9,"Effective Schools: Teacher Hiring, Assignment, Development, and Retention",2012.0,Education Finance and Policy,97.0,
2f96a73e5963d718d88b7e4a649088b4a06258a6,Perceived security of tenure and housing consolidation in informal settlements: case studies from urban Fiji,2019.0,,9.0,
857f066bc8de29fd9037d63dbdec2fd1eee0dedb,Pendidikan Islam Di Era Masyarakat Ekonomi Asean,2016.0,,1.0,
cead2efc6b5fb29c07391abed53b1e6af7e97c11,Hegel’s Criticism of Laozi and Its Implications,2011.0,,3.0,
c0404ba30a4f067edeca0eb3bdd877072be9e441,Economic intelligence in modern international constellation,2011.0,,0.0,
5879a3199efa00a3168fd0d9b247f0922296c48c,Financial Accounts,2011.0,,0.0,
3f371dfa9ec249bd30d0ad948396a26ebd66f0d1,Sulfated polysaccharides extracted from sea algae as potential antiviral drugs.,1997.0,General pharmacology,197.0,
f261cc302c77000a74fd18265d40bb939fbcdd73,Mining it Business Texts to Analyze Technology Trends,2013.0,,1.0,
e32e8d862107f0758498e978be0afaa94f461340,The Outbreak Evaluation of COVID-19 in Wuhan District of China,2020.0,,3.0,
d2a47067bfb87c11a318e5b1d3495cb98776aafd,Tuning arousal with optogenetic modulation of locus coeruleus neurons,2010.0,Nature Neuroscience,332.0,
436f6cc9099ff153ff45b8ae471613411ec4c741,"Transforming trauma--EMDR : the revolutionary new therapy for freeing the mind, clearing the body, and opening the heart",1997.0,,11.0,
6ad8eafc7c1b1cb2e0538efe63f9d9333d401b9f,The value and challenges of participatory research: strengthening its practice.,2008.0,Annual review of public health,416.0,
cb0906d07ec61c1cab77ade38ddf233858532875,An Index to Track Credit Card Debt and Predict Consumption,2004.0,,3.0,
6784d4cb2da46e7661d21f4388830a231f2781f4,CloudI: Cloud Security based on Cloud Introspection,2018.0,ICMLC 2018,0.0,
4c6010d60a64968aa317999539d5c8d83dc7aa5a,"Tick tack, Tik Tok. Hög tid attlära känna den moderna tidensopinionsbildare : En kvalitativ studie om unga influencers på mobilappen TikTok",2019.0,,0.0,
1c2fc3db949b0ec866ba6a636182860754def193,Disorders of sexual preference and medicolegal issues thereof.,2003.0,The American journal of forensic medicine and pathology,0.0,
4845b32d9c4153ed299246282d2a06a3d324109c,Comparative Survey of NoSQL/ NewSQL DB Systems,2015.0,,1.0,
3e13666d226921daf6ffbd4e4910ced8a41ba706,Mechanics of Composite Materials with MATLAB,2005.0,,1139.0,
90e3effd4c516e92d49ca6e73d69fcf8049d5d67,"Increasing returns, monopolistic competition, and international trade",1979.0,,1616.0,
7d3e042e5c196dc9b050a2f7a7619fa6fc6b24f1,Paternal stress exposure alters sperm microRNA content and reprograms offspring HPA stress axis regulation.,2013.0,The Journal of neuroscience : the official journal of the Society for Neuroscience,275.0,
27c92ca493b24d253ef0ad1a3f8c72452f30b3ee,"Prediction of Physical Activity Level Using Processes of Change From the Transtheoretical Model: Experiential, Behavioral, or an Interaction Effect?",2018.0,American journal of health promotion : AJHP,5.0,
e38a47e6a3e62abf46804dc77b6e1c1deb3eb9e8,Why Adolf Hitler Spared the Judges: Judicial Opposition Against the Nazi State,2018.0,,1.0,
a50b52653cf12c0869ab19ab244f0021e3066e58,The Impact of Reference Price Effects on the Profitability of Price Promotions,1995.0,,120.0,
0e388a0d20dca554637bca62549b7177f0d9ff35,Genome-Wide Association Study reveals genetic risk underlying Parkinson’s disease,2009.0,Nature Genetics,963.0,
98c2a339a617a6c4f6c05aa73361d5d486513db3,Interrupting the Usual: Successful Strategies for Hiring Diverse Faculty,2004.0,,88.0,
c3fc7870a3a3ab2ca1c0c8e22fad779455755210,"Students’ Needs, Teachers’ Support, and Motivation for Doing Homework: A Cross-Sectional Study",2009.0,,46.0,
aeded3a4ccc9325054379bc010524138891c1c58,Measuring Financial Literacy,2010.0,,366.0,
9a5eec96063117ca66b1aeeda6567a1aebe6727f,Digital culture as a converging paradigm for technology and culture : challenges for the culture sector,2010.0,,4.0,
8ad98bb01ea3b2003100898200ed665500bb1624,"Health worker migration from South Africa: causes, consequences and policy responses",2015.0,Human Resources for Health,29.0,
c683270d67cd3a399000581a0085ebf416c43864,Session details: Course 17: Spatial augmented reality: merging real and virtual worlds,2007.0,SIGGRAPH '07,370.0,
dd1b1682adfa724d764049fc6c1c3553777926f5,The variable expressivity and incomplete penetrance of the twist-null heterozygous mouse phenotype resemble those of human Saethre-Chotzen syndrome.,1998.0,Human molecular genetics,86.0,
879c8af3f0aca90e17e4008b7c914438bbee3495,The Effects of Violent Media on Children,2019.0,,0.0,
0883900808aa6fccc06c11e27521ee43af376d7a,Inhibition of human immunodeficiency virus infectivity by chloroquine.,1990.0,AIDS research and human retroviruses,51.0,
72b7cc2528a9a597be7596d7b0a5bc4694baa173,"Pengaruh Brand Experience, Brand Trust, Customer Satisfaction Terhadap Brand Loyalty Produk Cimory",2019.0,,1.0,
6206ff282722fd78010bf7fc4584bc1ba28e32b9,MarketWatch: Illness And Injury As Contributors To Bankruptcy,2005.0,,41.0,
6b70f398278146116baa4865582c36f5550f953a,Extraction optimization of a hydrocolloid extract from cress seed (Lepidium sativum) using response surface methodology,2011.0,,49.0,
209302b33726db59303707186707bd080e68fe59,Plagiarism - A Survey,2006.0,J. UCS,226.0,
fd820435070c32a497ede4f58fe8ecfd285f002e,Space vs. Chemical Domains: Virtual and Real Simulation to Increase Safety in Extreme Contexts☆,2015.0,,1.0,
c1de181591cfee4e40b4d4c901fca522ecc0882a,Wake Up Sleeping Beauty: Strong Heroines for Today’s World,2009.0,,4.0,
de815b2c17b95e82f974f6eb1e4107b180d1b89c,The SPEC cloud group's research vision on FaaS and serverless architectures,2017.0,WoSC '17,36.0,
219750dfe7a4073edbc7754f933065ab0ee27562,Kinetics of oxygen transfer through molten silver cupellation slag,1999.0,,1.0,
ba1ae9c429792c647cf02b9897f55cfc4b9d74d2,Multivariate decision trees,2004.0,Machine Learning,217.0,
cc67ae60f52f23ca9c2b5bef6b43c3a4427e4e6c,Repetitive transcranial magnetic stimulation (rTMS) in the treatment of obsessive-compulsive disorder (OCD) and Tourette's syndrome (TS).,2006.0,The international journal of neuropsychopharmacology,131.0,
87596955211a23714a6c2fc2af2d00464d15f9b3,Islamizing Film Culture in Iran,1995.0,,8.0,
ce0af21a0779cc32775ef0ce0b3d07cfd47cac2b,Translation of Irony in the Hungarian Subtitles of Downton Abbey,2015.0,,0.0,
ce9c55ed58d056b9c0723d048ecd8564fb0c4a16,Polarimetric Radar Imaging : From basics to applications.,2009.0,,1250.0,
9db810cbe915e9e5942800f5521c89b5b223edbf,Modelling the Perlis Non-revenue Water,2005.0,,2.0,
bebd3e17e54e0d38405cd669e6396f2fb5eb4aeb,Distributed Leadership and School Improvement Leading or Misleading,2004.0,,277.0,
187432fe9ec961c32f40f02f63bc94af201a6060,"On Laozi’s “""Virtue” Again",2002.0,,0.0,
7a3d359dcc73684975008dda024ecf7465ec4a2b,"Management Fashion: Lifecycles, Triggers, and Collective Learning Processes.",1997.0,,274.0,
0df20bf6e9438005f5fb01e7803691a9ea59b684,Imaging changes in patients with 2019-nCov,2020.0,European Radiology,14.0,
9fa4616b4abe3a6fe834decefa8993c7b035189a,Interested in publishing with us ? Contact book,2019.0,,0.0,
de986f97c9378372477ac08c7152c2d56064c212,Information system integration,2000.0,CACM,260.0,
9a6add1b228e4adc708daf5b2a0470caaa571559,Contested Gender Equality and Policy Variety in Europe: Introducing a Critical Frame Analysis Approach,2007.0,,92.0,
c1be35f92224ac905e2e1e8f3ca86cfe88316f09,Trastuzumab emtansine for HER2-positive advanced breast cancer.,2012.0,The New England journal of medicine,1087.0,
42d0983857bcb63c2338f3d7c641943a5ea4daab,"Walt Disney: Um Homem, Uma Empresa Que (re)contam Histórias",2008.0,,1.0,
c434fce129f205a31871d51c0706b6aa9cfcb3b5,Doctor AI: Predicting Clinical Events via Recurrent Neural Networks,2016.0,MLHC,321.0,
270fc91b1f552be417ac63d3e1ec40ff4ba75059,Data mining applications in healthcare.,2005.0,Journal of healthcare information management : JHIM,355.0,
0060e03321a39e477a567200affebc2e07da3c28,Multiple imputation of missing values,2004.0,,0.0,
d25ac4b46138f3209fe243eb6506c8efc7133b95,Crossing the chasm : marketing and selling high-tech products to mainstream customers,1999.0,,589.0,
182fff85747dd8743083bcb3842f4057277a844a,Effect of welding speed on microstructure and mechanical properties of friction-stir-welded aluminum,2009.0,,23.0,
e7cef397a4a59f2b0bbe69a1d0551ff68f489395,Educational Reform in an Era of Disinformation.,1993.0,,16.0,
45e2089240fd2a9c3558fe738e08281e375af6c5,Coronavirus replication complex formation utilizes components of cellular autophagy.,2004.0,The Journal of biological chemistry,216.0,
c872f1e3f1ae1ffd3f1efe5c9a89de2a36362d6b,Supporting writing for assessment in online learning,2005.0,,28.0,
